Row ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit,Region,State,Product purchased,Category,Sub-Category
8043,US-2017-133081,2017-11-03,2017-03-15,Standard Class,63.88,4,0.0,24.9132,East,Massachusetts,TEC-AC-10001772|Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories
8044,US-2017-133081,2017-11-03,2017-03-15,Standard Class,26.72,1,0.0,11.7568,East,Massachusetts,"FUR-FU-10001379|Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings
8045,CA-2017-165008,2017-09-15,2017-09-17,Second Class,295.056,9,0.2,106.9578,West,Utah,"OFF-BI-10002794|Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders
8046,CA-2016-145611,2016-09-20,2016-09-24,Standard Class,393.25,5,0.0,129.7725,East,New York,OFF-AP-10001005|Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances
8047,CA-2016-113600,2016-12-15,2016-12-17,Second Class,2.214,3,0.7,-1.476,East,Ohio,"OFF-BI-10000201|Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders
8048,CA-2017-130834,2017-03-11,2017-11-06,Second Class,16.272,3,0.2,5.2884,South,North Carolina,OFF-PA-10003673|Strathmore Photo Mount Cards,Office Supplies,Paper
8049,CA-2016-168543,2016-03-07,2016-07-07,Standard Class,706.86,7,0.0,197.9208,East,New York,OFF-AP-10000938|Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances
8050,CA-2014-144974,2014-09-26,2014-09-30,Standard Class,5.97,5,0.7,-4.577,East,Pennsylvania,"OFF-BI-10003274|Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders
8051,CA-2014-144974,2014-09-26,2014-09-30,Standard Class,21.184,1,0.2,4.7664,East,Pennsylvania,FUR-FU-10001095|DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings
8052,CA-2014-144974,2014-09-26,2014-09-30,Standard Class,41.376,6,0.2,3.1032,East,Pennsylvania,"OFF-AP-10001492|Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances
8053,CA-2014-109904,2014-07-14,2014-07-17,Second Class,17.94,3,0.0,4.485,East,New York,OFF-AR-10004999|Newell 315,Office Supplies,Art
8054,CA-2017-152205,2017-09-28,2017-10-05,Standard Class,2.655,1,0.7,-1.8585,East,Pennsylvania,OFF-BI-10004094|GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders
8055,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,892.35,5,0.0,267.705,West,California,"OFF-ST-10001490|Hot File 7-Pocket, Floor Stand",Office Supplies,Storage
8056,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,307.666,2,0.15,28.9568,West,California,FUR-BO-10004695|O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases
8057,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,728.82,9,0.0,29.1528,West,California,OFF-ST-10000736|Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage
8058,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,41.36,5,0.2,13.959,West,California,OFF-BI-10001617|GBC Wire Binding Combs,Office Supplies,Binders
8059,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,43.176,3,0.2,15.1116,West,California,TEC-PH-10003589|invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones
8060,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,4.16,2,0.0,1.7472,West,California,FUR-FU-10003981|Eldon Wave Desk Accessories,Furniture,Furnishings
8061,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,61.4,5,0.0,28.858,East,New York,OFF-PA-10001970|Xerox 1881,Office Supplies,Paper
8062,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,24.448,2,0.2,8.8624,East,New York,OFF-BI-10002437|Recycled Premium Regency Composition Covers,Office Supplies,Binders
8063,CA-2016-132997,2016-07-11,2016-11-09,First Class,263.96,4,0.0,71.2692,East,New York,TEC-PH-10000586|AT&T SB67148 SynJ,Technology,Phones
8064,CA-2016-132997,2016-07-11,2016-11-09,First Class,359.97,3,0.0,100.7916,East,New York,TEC-PH-10003811|Jabra Supreme Plus Driver Edition�Headset,Technology,Phones
8065,CA-2016-132997,2016-07-11,2016-11-09,First Class,12.96,2,0.0,6.2208,East,New York,OFF-PA-10004983|Xerox 23,Office Supplies,Paper
8066,CA-2016-132997,2016-07-11,2016-11-09,First Class,116.82,3,0.0,5.841,East,New York,"OFF-ST-10003479|Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage
8067,CA-2016-132997,2016-07-11,2016-11-09,First Class,276.784,2,0.2,89.9548,East,New York,OFF-BI-10004318|Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders
8068,US-2015-160563,2015-10-20,2015-10-24,Standard Class,239.97,3,0.0,86.3892,West,California,TEC-AC-10002567|Logitech G602 Wireless Gaming Mouse,Technology,Accessories
8069,US-2015-160563,2015-10-20,2015-10-24,Standard Class,16.02,6,0.0,6.0876,West,California,FUR-FU-10001731|Acrylic Self-Standing Desk Frames,Furniture,Furnishings
8070,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,454.56,5,0.2,-107.958,Central,Texas,OFF-ST-10002743|SAFCO Boltless Steel Shelving,Office Supplies,Storage
8071,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,141.42,5,0.6,-187.3815,Central,Texas,"FUR-FU-10002116|Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings
8072,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,310.744,4,0.3,-26.6352,Central,Texas,FUR-CH-10003199|Office Star - Contemporary Task Swivel Chair,Furniture,Chairs
8073,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,12.736,4,0.2,2.2288,Central,Texas,OFF-AR-10003158|Fluorescent Highlighters by Dixon,Office Supplies,Art
8074,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,6.47,5,0.8,-9.705,Central,Texas,OFF-BI-10000301|GBC Instant Report Kit,Office Supplies,Binders
8075,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,13.748,14,0.8,-22.6842,Central,Texas,"OFF-BI-10000343|Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders
8076,CA-2017-151750,2017-01-01,2017-01-05,Standard Class,15.224,2,0.8,-38.8212,Central,Texas,OFF-AP-10004708|Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances
8077,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,27.42,3,0.0,9.3228,South,Georgia,"FUR-FU-10000794|Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings
8078,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,165.98,1,0.0,74.691,South,Georgia,OFF-BI-10004519|GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
8079,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,75.0,3,0.0,18.0,South,Georgia,TEC-AC-10001590|Dell Slim USB Multimedia Keyboard,Technology,Accessories
8080,US-2016-164945,2016-11-22,2016-11-27,Standard Class,134.272,8,0.2,46.9952,East,New York,OFF-BI-10001524|GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders
8081,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,146.544,6,0.2,47.6268,West,Oregon,OFF-LA-10001474|Avery 477,Office Supplies,Labels
8082,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,131.904,3,0.2,47.8152,West,Oregon,OFF-PA-10001497|Xerox 1914,Office Supplies,Paper
8083,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,203.88,5,0.2,20.388,West,Oregon,OFF-AP-10003287|Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances
8084,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,14.301,7,0.7,-10.4874,West,Oregon,OFF-BI-10002982|Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
8085,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,718.64,10,0.2,-161.694,West,Oregon,OFF-ST-10001809|Fellowes Officeware Wire Shelving,Office Supplies,Storage
8086,CA-2016-105753,2016-10-20,2016-10-26,Standard Class,61.1,5,0.0,18.33,South,Virginia,FUR-FU-10000246|Aluminum Document Frame,Furniture,Furnishings
8087,CA-2017-120894,2017-04-28,2017-05-02,Standard Class,28.08,3,0.2,5.265,South,North Carolina,OFF-AP-10000252|Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances
8088,CA-2016-106621,2016-09-29,2016-10-01,Second Class,10.496,4,0.2,1.1808,West,Arizona,OFF-AR-10002375|Newell 351,Office Supplies,Art
8089,CA-2015-107020,2015-10-07,2015-07-14,Standard Class,39.92,2,0.2,12.974,West,California,OFF-BI-10003719|Large Capacity Hanging Post Binders,Office Supplies,Binders
8090,US-2015-117492,2015-07-08,2015-08-09,First Class,77.58,9,0.0,20.1708,East,Maryland,"OFF-AP-10001492|Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances
8091,CA-2014-101392,2014-07-12,2014-12-13,Standard Class,269.36,7,0.0,70.0336,West,Washington,OFF-ST-10000532|Advantus Rolling Drawer Organizers,Office Supplies,Storage
8092,CA-2015-127502,2015-10-12,2015-12-14,Standard Class,5.76,2,0.0,2.8224,West,California,OFF-LA-10001613|Avery File Folder Labels,Office Supplies,Labels
8093,CA-2017-143658,2017-08-11,2017-11-13,Second Class,109.9,5,0.0,32.97,East,New York,OFF-AR-10002818|Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art
8094,CA-2017-133046,2017-07-27,2017-08-01,Second Class,23.88,3,0.0,10.5072,West,Washington,FUR-FU-10001940|Staple-based wall hangings,Furniture,Furnishings
8095,CA-2017-133046,2017-07-27,2017-08-01,Second Class,26.2,4,0.0,12.052,West,Washington,"OFF-PA-10003883|Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper
8096,CA-2017-133046,2017-07-27,2017-08-01,Second Class,12.96,2,0.0,6.2208,West,Washington,OFF-PA-10002787|Xerox 227,Office Supplies,Paper
8097,CA-2017-133046,2017-07-27,2017-08-01,Second Class,234.95,5,0.0,32.893,West,Washington,TEC-AC-10000991|Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories
8098,CA-2017-122798,2017-12-28,2018-01-01,Standard Class,118.25,5,0.0,34.2925,West,New Mexico,OFF-ST-10003058|Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage
8099,CA-2017-122798,2017-12-28,2018-01-01,Standard Class,4.28,1,0.0,1.926,West,New Mexico,OFF-PA-10004239|Xerox 1953,Office Supplies,Paper
8100,CA-2016-169663,2016-10-03,2016-03-13,First Class,26.85,3,0.0,5.1015,West,California,TEC-AC-10003038|Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
8101,CA-2016-169663,2016-10-03,2016-03-13,First Class,3357.6,3,0.2,377.73,West,California,TEC-MA-10000984|Okidata MB760 Printer,Technology,Machines
8102,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,8.26,2,0.0,3.7996,West,California,OFF-LA-10004484|Avery 476,Office Supplies,Labels
8103,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,2973.32,7,0.2,334.4985,West,California,TEC-MA-10004002|Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines
8104,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,104.79,7,0.0,29.3412,West,California,OFF-ST-10002406|Pizazz Global Quick File,Office Supplies,Storage
8105,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,775.728,6,0.2,58.1796,West,California,TEC-PH-10003645|Aastra 57i VoIP phone,Technology,Phones
8106,CA-2017-159149,2017-02-17,2017-02-19,First Class,89.0664,1,0.32,-17.0274,Central,Texas,"FUR-BO-10001601|Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases
8107,CA-2017-159149,2017-02-17,2017-02-19,First Class,175.44,6,0.2,52.632,Central,Texas,"OFF-AR-10000937|Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art
8108,CA-2017-159149,2017-02-17,2017-02-19,First Class,438.336,4,0.2,-87.6672,Central,Texas,TEC-PH-10000038|Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones
8109,US-2017-167570,2017-08-12,2017-12-15,Standard Class,215.544,4,0.3,-58.5048,East,Pennsylvania,FUR-CH-10003396|Global Deluxe Steno Chair,Furniture,Chairs
8110,CA-2017-160122,2017-11-18,2017-11-23,Standard Class,55.584,6,0.2,20.844,Central,Illinois,"OFF-EN-10002592|Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes
8111,CA-2017-160122,2017-11-18,2017-11-23,Standard Class,127.386,2,0.3,-25.4772,Central,Illinois,FUR-CH-10000422|Global Highback Leather Tilter in Burgundy,Furniture,Chairs
8112,CA-2016-130393,2016-01-12,2016-12-03,Second Class,248.43,5,0.3,-17.745,Central,Texas,"FUR-CH-10002647|Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs
8113,CA-2016-130393,2016-01-12,2016-12-03,Second Class,11.648,4,0.8,-30.8672,Central,Texas,OFF-AP-10004859|Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
8114,CA-2016-130393,2016-01-12,2016-12-03,Second Class,85.246,2,0.3,-1.2178,Central,Texas,"FUR-CH-10004477|Global Push Button Manager's Chair, Indigo",Furniture,Chairs
8115,CA-2017-144820,2017-03-10,2017-10-07,Second Class,20.64,5,0.2,2.322,Central,Texas,OFF-AR-10004817|Colorific Watercolor Pencils,Office Supplies,Art
8116,CA-2017-101014,2017-08-29,2017-09-04,Standard Class,148.02,3,0.0,41.4456,West,California,FUR-FU-10003374|Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Furnishings
8117,CA-2017-105543,2017-11-24,2017-11-24,Same Day,33.29,1,0.0,7.9896,Central,Kansas,OFF-ST-10003123|Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage
8118,US-2017-113201,2017-06-30,2017-07-05,Standard Class,204.95,5,0.0,100.4255,West,California,OFF-PA-10000675|Xerox 1919,Office Supplies,Paper
8119,US-2017-106551,2017-07-22,2017-07-27,Standard Class,526.344,4,0.3,-75.192,Central,Illinois,FUR-CH-10004997|Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs
8120,CA-2016-116722,2016-11-11,2016-11-16,Standard Class,41.96,2,0.0,10.9096,West,California,FUR-FU-10001934|Magnifier Swing Arm Lamp,Furniture,Furnishings
8121,CA-2016-116722,2016-11-11,2016-11-16,Standard Class,451.152,3,0.2,0.0,West,California,FUR-CH-10004997|Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs
8122,CA-2016-116722,2016-11-11,2016-11-16,Standard Class,31.504,11,0.2,11.0264,West,California,OFF-BI-10001890|Avery Poly Binder Pockets,Office Supplies,Binders
8123,CA-2014-138128,2014-09-12,2014-12-15,Standard Class,30.672,3,0.2,9.585,East,Pennsylvania,OFF-EN-10002500|Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes
8124,CA-2014-138128,2014-09-12,2014-12-15,Standard Class,1079.976,4,0.4,125.9972,East,Pennsylvania,TEC-CO-10001766|Canon PC940 Copier,Technology,Copiers
8125,US-2017-150070,2017-07-09,2017-09-12,Standard Class,161.568,2,0.2,-28.2744,West,California,FUR-CH-10004860|Global Low Back Tilter Chair,Furniture,Chairs
8126,CA-2015-137064,2015-06-02,2015-02-13,Standard Class,2.934,3,0.8,-4.9878,Central,Texas,OFF-BI-10002049|UniKeep View Case Binders,Office Supplies,Binders
8127,CA-2015-137064,2015-06-02,2015-02-13,Standard Class,18.528,2,0.2,4.4004,Central,Texas,TEC-AC-10003499|Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories
8128,CA-2015-137064,2015-06-02,2015-02-13,Standard Class,670.752,3,0.2,-125.766,Central,Texas,"OFF-ST-10003470|Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage
8129,CA-2017-157350,2017-08-26,2017-09-01,Standard Class,64.96,5,0.6,-43.848,Central,Illinois,"FUR-FU-10000222|Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings
8130,CA-2014-127866,2014-07-20,2014-07-23,First Class,41.94,2,0.0,15.0984,West,California,"TEC-AC-10000023|Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories
8131,CA-2014-127866,2014-07-20,2014-07-23,First Class,11.96,2,0.0,5.8604,West,California,OFF-PA-10003971|Xerox 1965,Office Supplies,Paper
8132,CA-2014-127866,2014-07-20,2014-07-23,First Class,13.12,4,0.0,3.8048,West,California,OFF-AR-10003481|Newell 348,Office Supplies,Art
8133,CA-2014-127866,2014-07-20,2014-07-23,First Class,535.41,3,0.0,160.623,West,California,"OFF-ST-10001490|Hot File 7-Pocket, Floor Stand",Office Supplies,Storage
8134,CA-2015-131352,2015-08-10,2015-10-13,Standard Class,72.78,3,0.6,-70.9605,Central,Texas,"FUR-FU-10003708|Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings
8135,CA-2015-121776,2015-02-16,2015-02-21,Standard Class,36.84,3,0.0,17.3148,West,California,OFF-PA-10001970|Xerox 1881,Office Supplies,Paper
8136,CA-2015-121776,2015-02-16,2015-02-21,Standard Class,87.71,7,0.0,41.2237,West,California,OFF-LA-10002762|Avery 485,Office Supplies,Labels
8137,CA-2016-118073,2016-12-08,2016-08-16,Standard Class,562.2925,7,0.45,-255.5875,South,Florida,FUR-TA-10002533|BPI Conference Tables,Furniture,Tables
8138,CA-2014-103219,2014-09-11,2014-11-13,Standard Class,56.52,9,0.0,21.4776,East,New York,"FUR-FU-10004091|Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings
8139,CA-2016-102561,2016-07-18,2016-07-22,Standard Class,11.264,8,0.2,1.2672,East,Pennsylvania,OFF-AR-10001545|Newell 326,Office Supplies,Art
8140,CA-2016-102561,2016-07-18,2016-07-22,Standard Class,284.08,10,0.2,24.857,East,Pennsylvania,OFF-ST-10001476|Steel Personal Filing/Posting Tote,Office Supplies,Storage
8141,CA-2016-102561,2016-07-18,2016-07-22,Standard Class,18.496,4,0.2,6.7048,East,Pennsylvania,OFF-PA-10004971|Xerox 196,Office Supplies,Paper
8142,CA-2016-100993,2016-05-02,2016-02-10,Standard Class,14.73,3,0.0,7.2177,West,California,OFF-LA-10003223|Avery 508,Office Supplies,Labels
8143,CA-2016-100993,2016-05-02,2016-02-10,Standard Class,186.54,3,0.0,50.3658,West,California,"OFF-ST-10004340|Fellowes Mobile File Cart, Black",Office Supplies,Storage
8144,CA-2016-100993,2016-05-02,2016-02-10,Standard Class,557.728,4,0.2,6.9716,West,California,FUR-TA-10001095|Chromcraft Round Conference Tables,Furniture,Tables
8145,CA-2016-100993,2016-05-02,2016-02-10,Standard Class,159.968,4,0.2,-31.9936,West,California,TEC-PH-10001448|Anker Astro 15000mAh USB Portable Charger,Technology,Phones
8146,US-2014-112949,2014-06-20,2014-06-27,Standard Class,471.9,6,0.0,155.727,Central,Oklahoma,OFF-AP-10001005|Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances
8147,US-2014-112949,2014-06-20,2014-06-27,Standard Class,3.52,2,0.0,1.6896,Central,Oklahoma,OFF-AR-10003469|Nontoxic Chalk,Office Supplies,Art
8148,US-2017-146822,2017-09-06,2017-06-14,Standard Class,49.12,4,0.0,23.0864,South,Virginia,OFF-PA-10000249|Easy-staple paper,Office Supplies,Paper
8149,US-2016-131058,2016-12-27,2016-12-31,Standard Class,20.16,7,0.0,9.8784,West,California,OFF-LA-10001613|Avery File Folder Labels,Office Supplies,Labels
8150,CA-2014-167997,2014-01-26,2014-01-29,First Class,10.68,2,0.0,5.0196,Central,South Dakota,OFF-BI-10001758|Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders
8151,CA-2014-167997,2014-01-26,2014-01-29,First Class,141.96,2,0.0,39.7488,Central,South Dakota,"FUR-BO-10004409|Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases
8152,CA-2017-140151,2017-03-23,2017-03-25,First Class,32.48,2,0.0,4.872,West,Washington,OFF-ST-10001558|Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage
8153,CA-2017-140151,2017-03-23,2017-03-25,First Class,20.04,3,0.0,9.6192,West,Washington,OFF-PA-10002986|Xerox 1898,Office Supplies,Paper
8154,CA-2017-140151,2017-03-23,2017-03-25,First Class,13999.96,4,0.0,6719.9808,West,Washington,TEC-CO-10004722|Canon imageCLASS 2200 Advanced Copier,Technology,Copiers
8155,US-2017-143770,2017-03-20,2017-03-24,Standard Class,238.0,2,0.0,38.08,East,Connecticut,TEC-AC-10002842|WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
8156,US-2017-143770,2017-03-20,2017-03-24,Standard Class,61.96,2,0.0,27.882,East,Connecticut,OFF-PA-10001125|Xerox 1988,Office Supplies,Paper
8157,CA-2016-131296,2016-04-10,2016-10-09,Standard Class,239.372,2,0.3,-23.9372,East,Maryland,"FUR-TA-10002622|Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables
8158,CA-2016-103464,2016-11-18,2016-11-22,Standard Class,595.0,5,0.0,95.2,West,California,TEC-AC-10002842|WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
8159,CA-2017-136238,2017-12-26,2018-01-01,Standard Class,16.032,3,0.2,5.6112,Central,Texas,OFF-PA-10004285|Xerox 1959,Office Supplies,Paper
8160,CA-2016-120803,2016-09-03,2016-03-13,Standard Class,199.75,5,0.0,87.89,East,Connecticut,TEC-AC-10004469|Microsoft Sculpt Comfort Mouse,Technology,Accessories
8161,CA-2016-134138,2016-02-16,2016-02-20,Standard Class,227.96,2,0.0,36.4736,East,New Jersey,FUR-CH-10001545|Hon Comfortask Task/Swivel Chairs,Furniture,Chairs
8162,CA-2015-120915,2015-09-28,2015-10-03,Second Class,293.52,6,0.0,76.3152,East,New York,"OFF-AP-10002578|Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances
8163,CA-2015-120915,2015-09-28,2015-10-03,Second Class,307.98,2,0.0,89.3142,East,New York,TEC-PH-10003012|Nortel Meridian M3904 Professional Digital phone,Technology,Phones
8164,CA-2015-168207,2015-02-11,2015-11-06,Standard Class,96.96,6,0.0,33.936,West,California,FUR-FU-10004909|Contemporary Wood/Metal Frame,Furniture,Furnishings
8165,CA-2015-168207,2015-02-11,2015-11-06,Standard Class,117.488,7,0.2,41.1208,West,California,OFF-BI-10001524|GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders
8166,CA-2015-168207,2015-02-11,2015-11-06,Standard Class,11.952,3,0.2,4.1832,West,California,OFF-BI-10003355|Cardinal Holdit Business Card Pockets,Office Supplies,Binders
8167,CA-2015-168207,2015-02-11,2015-11-06,Standard Class,512.499,3,0.15,-30.147,West,California,FUR-BO-10004357|O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases
8168,CA-2016-144148,2016-07-31,2016-08-05,Standard Class,863.128,7,0.2,-32.3673,West,California,FUR-TA-10002774|Laminate Occasional Tables,Furniture,Tables
8169,CA-2017-107174,2017-06-11,2017-11-13,Standard Class,2036.86,7,0.0,366.6348,West,Washington,FUR-TA-10004575|Hon 5100 Series Wood Tables,Furniture,Tables
8170,CA-2017-107174,2017-06-11,2017-11-13,Standard Class,449.568,2,0.2,-73.0548,West,Washington,FUR-CH-10003312|Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs
8171,CA-2017-107174,2017-06-11,2017-11-13,Standard Class,108.96,3,0.0,32.688,West,Washington,TEC-AC-10001465|SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories
8172,CA-2016-146150,2016-02-14,2016-02-19,Standard Class,264.18,7,0.0,68.6868,South,Mississippi,OFF-AR-10002240|Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art
8173,CA-2014-114125,2014-09-07,2014-07-13,Standard Class,2.88,1,0.0,1.4112,West,California,OFF-LA-10004559|Avery 49,Office Supplies,Labels
8174,CA-2014-114125,2014-09-07,2014-07-13,Standard Class,41.904,6,0.2,14.1426,West,California,OFF-BI-10003291|Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders
8175,CA-2014-114125,2014-09-07,2014-07-13,Standard Class,23.92,4,0.0,4.0664,West,California,"OFF-ST-10001505|Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
8176,CA-2016-114944,2016-01-30,2016-02-04,Standard Class,156.512,4,0.2,52.8228,Central,Illinois,OFF-PA-10003892|Xerox 1943,Office Supplies,Paper
8177,CA-2016-135965,2016-09-22,2016-09-25,First Class,128.34,6,0.0,37.2186,East,New York,"OFF-ST-10002370|Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage
8178,CA-2017-149699,2017-12-22,2017-12-24,First Class,474.95,5,0.0,142.485,West,California,TEC-AC-10000474|Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories
8179,CA-2016-166429,2016-02-09,2016-09-08,Standard Class,999.98,2,0.0,449.991,West,Washington,TEC-CO-10002095|Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers
8180,CA-2015-112767,2015-02-08,2015-08-06,Standard Class,277.5,4,0.5,-188.7,West,Oregon,FUR-TA-10003469|Balt Split Level Computer Training Table,Furniture,Tables
8181,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,1252.704,8,0.4,-480.2032,East,Pennsylvania,"FUR-TA-10002958|Bevis Oval Conference Table, Walnut",Furniture,Tables
8182,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,110.97,5,0.4,-24.0435,East,Pennsylvania,"TEC-PH-10002923|Logitech B530 USB�Headset�-�headset�- Full size, Binaural",Technology,Phones
8183,CA-2017-155642,2017-05-18,2017-05-22,Standard Class,22.608,3,0.6,-10.1736,Central,Illinois,FUR-FU-10004973|Flat Face Poster Frame,Furniture,Furnishings
8184,CA-2017-155642,2017-05-18,2017-05-22,Standard Class,1.892,1,0.6,-0.9933,Central,Illinois,FUR-FU-10001918|C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings
8185,US-2017-101721,2017-07-23,2017-07-27,Standard Class,63.312,3,0.2,20.5764,Central,Illinois,OFF-PA-10003641|Xerox 1909,Office Supplies,Paper
8186,CA-2015-136728,2015-09-13,2015-09-17,Second Class,7.824,1,0.2,2.934,Central,Illinois,OFF-EN-10002621|Staple envelope,Office Supplies,Envelopes
8187,CA-2015-136728,2015-09-13,2015-09-17,Second Class,170.072,4,0.3,-12.148,Central,Illinois,"FUR-CH-10003817|Global Value Steno Chair, Gray",Furniture,Chairs
8188,CA-2016-127194,2016-10-12,2016-12-16,Standard Class,62.82,9,0.0,29.5254,East,New York,"OFF-PA-10000659|Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Office Supplies,Paper
8189,CA-2015-140375,2015-02-10,2015-10-05,Second Class,19.44,3,0.0,9.3312,East,Maryland,OFF-PA-10001870|Xerox 202,Office Supplies,Paper
8190,CA-2015-140375,2015-02-10,2015-10-05,Second Class,7.38,1,0.0,3.6162,East,Maryland,OFF-BI-10000320|GBC Plastic Binding Combs,Office Supplies,Binders
